"","id","baboons.3-6","baboons.6-9","baboons.birth-3","baboons.gest","baboons.peri.concpt","banded.mongoose.3-6","banded.mongoose.6-9","banded.mongoose.birth-3","banded.mongoose.gest","banded.mongoose.peri.concpt","bb.jackal.3-6","bb.jackal.6-9","bb.jackal.birth-3","bb.jackal.gest","bb.jackal.peri.concpt","be.fox.3-6","be.fox.6-9","be.fox.birth-3","be.fox.gest","be.fox.peri.concpt","buffalo.3-6","buffalo.6-9","buffalo.birth-3","buffalo.gest","buffalo.peri.concpt","bushbuck.3-6","bushbuck.6-9","bushbuck.birth-3","bushbuck.gest","bushbuck.peri.concpt","cattle.3-6","cattle.6-9","cattle.birth-3","cattle.gest","cattle.peri.concpt","cheetah.3-6","cheetah.6-9","cheetah.birth-3","cheetah.gest","cheetah.peri.concpt","eland.3-6","eland.6-9","eland.birth-3","eland.gest","eland.peri.concpt","elephant.3-6","elephant.6-9","elephant.birth-3","elephant.gest","elephant.peri.concpt","giraffe.3-6","giraffe.6-9","giraffe.birth-3","giraffe.gest","giraffe.peri.concpt","gnu.3-6","gnu.6-9","gnu.birth-3","gnu.gest","gnu.peri.concpt","grants.3-6","grants.6-9","grants.birth-3","grants.gest","grants.peri.concpt","hartebeast.3-6","hartebeast.6-9","hartebeast.birth-3","hartebeast.gest","hartebeast.peri.concpt","hippo.3-6","hippo.6-9","hippo.birth-3","hippo.gest","hippo.peri.concpt","impala.3-6","impala.6-9","impala.birth-3","impala.gest","impala.peri.concpt","lion.3-6","lion.6-9","lion.birth-3","lion.gest","lion.peri.concpt","oribi.3-6","oribi.6-9","oribi.birth-3","oribi.gest","oribi.peri.concpt","ostrich.3-6","ostrich.6-9","ostrich.birth-3","ostrich.gest","ostrich.peri.concpt","other.3-6","other.6-9","other.birth-3","other.gest","other.peri.concpt","reedbuck.3-6","reedbuck.6-9","reedbuck.birth-3","reedbuck.gest","reedbuck.peri.concpt","shoats.3-6","shoats.6-9","shoats.birth-3","shoats.gest","shoats.peri.concpt","slender.mongoose.3-6","slender.mongoose.6-9","slender.mongoose.birth-3","slender.mongoose.gest","slender.mongoose.peri.concpt","spotted.hyena.3-6","spotted.hyena.6-9","spotted.hyena.birth-3","spotted.hyena.gest","spotted.hyena.peri.concpt","ss.jackal.3-6","ss.jackal.6-9","ss.jackal.birth-3","ss.jackal.gest","ss.jackal.peri.concpt","thomsons.3-6","thomsons.6-9","thomsons.birth-3","thomsons.gest","thomsons.peri.concpt","topi.3-6","topi.6-9","topi.birth-3","topi.gest","topi.peri.concpt","total.3-6","total.6-9","total.birth-3","total.gest","total.peri.concpt","warthog.3-6","warthog.6-9","warthog.birth-3","warthog.gest","warthog.peri.concpt","waterbuck.3-6","waterbuck.6-9","waterbuck.birth-3","waterbuck.gest","waterbuck.peri.concpt","zebra.3-6","zebra.6-9","zebra.birth-3","zebra.gest","zebra.peri.concpt","num.transects.3-6","num.transects.6-9","num.transects.birth-3","num.transects.gest","num.transects.peri.concpt","last.updated","sample.id","eartag","name","prev.id","sex","age.class","status","first.seen","den.grad","disappeared","mom","birthdate","number.littermates","litrank","arrived.den","leave.den","fate","mortality.source","death.date","weaned","clan","park","misc.notes"
"1","abby",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.95503421309873,1.57987727191241,1.0145968370773,1.20767620952164,4.41283821367973,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.0698226504678117,0,0,0.814597588791137,0,0.591540964211772,1.63428141947371,0,0.25879917184265,0,0,0.1634521085322,0.597228858098423,0,0,153.797883396876,458.647118698369,12.7806975633063,0,0.2451781627983,0,0,2.24103019134075,0.733137829912023,0,0,1.69289683836922,0.238891543239369,0,0,0,0,0,10.4834204213086,5.50677937078722,1.71124350361263,15.9166426658439,22.9449639387528,NA,NA,NA,NA,NA,0,0,0,0,0,0.244379276637341,0.640147480776402,0.0739426205264714,0.2451781627983,0.955566172957477,14.1305817523008,6.97757533140169,5.50502345161303,9.18156440992282,12.9048637864506,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.9831153507771,70.3077569700649,21.1510382675623,13.4385206198681,115.822583213888,37.288933452027,32.7727298063377,9.20208219776013,14.6064008859145,51.7171167842376,139.437748408896,123.357645011622,242.679845779711,599.954593593143,235.883498055407,10.7763117430519,4.46363947244479,3.68529772886186,5.84925045533087,4.10097149227584,0.0814597588791137,0,0.0698226504678117,0.0817260542661,0.597228858098423,12.68797785027,0.863961145098772,45.8075515106743,77.2898850649328,6.56951743908265,18,19,21,19,13,2014-10-18,NA,NA,"westminster abbey","","u","c","r",2010-11-06,NA,2011-04-10,"lcs",2010-10-09,1,NA,NA,"","","cause unknown",NA,NA,"serena n","tr","was known as acme in south for short time unsuccessful dispersal ended up as rnr in prozac"
"2","acro",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32663035888842,1.08301002410399,1.51494280614196,1.5527950310559,15.3566153566303,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.0916422287390029,0,0,0.698226504678118,0,2.05938871787399,0.308689612594536,2.83975659229209,0.0739426205264714,0.172532781228433,0,0.1634521085322,0.456704420898794,0.0698226504678117,0,201.768079729661,409.448034030177,0,0,0.25879917184265,0,0.0817260542661,1.71372896984881,0.628403854210306,0,0,1.85634894690142,0.0744601638123604,0,0,0,0,0,9.08790017042013,3.55335370863321,4.1261364612146,15.508674328761,16.3239208726969,NA,NA,NA,NA,NA,0,0,0,0,0,0.209467951403435,0.503178448479991,0.0970496894409938,0.2451781627983,1.2364447842575,12.2099184840691,5.85218951806587,9.32022608227277,7.79635287011722,23.8481436784874,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.1565887242677,42.1458962833437,15.8528316337373,28.3938065049328,97.5564138698958,31.4876507666387,18.4650311879324,6.86163394976759,21.8535994089886,40.0141552658003,132.519941790915,75.8172198868229,295.828988391225,569.370971645065,206.963008811606,9.83182839810484,3.7832287631927,5.46556041133781,5.19933373807189,1.97087090202069,0.0698226504678117,0,0.0916422287390029,0.2451781627983,0.274022652539276,19.6697386567725,0,48.5798544522999,76.7178026850701,5.29777128242601,21,18,16,19,17,2014-10-18,1051,NA,"acropolis","","f","s","r",2010-10-16,NA,NA,"joni",2010-09-09,1,2,NA,"","","",NA,2011-03-11,"serena n","tr",""
"3","adl",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.40866213505297,12.9399480512734,1.14671649611011,1.54773541870316,1.27574131043534,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.415964083273574,0,0,0.077172403148634,0,0.5175983436853,0,0.814597588791137,2.04291169080421,0,0,0.182681768359518,0.0862663906142167,0,6.40167452930426,85.0822447617512,0,0.0814597588791137,211.667421956469,0.194099378881988,0,0,0,0,0,0.282959523550921,0,0.733137829912023,0,0,0,0,0,0,3.59545992309967,2.74715266700841,9.02534927014284,5.28689736764271,6.2574013949648,NA,NA,NA,NA,NA,0,0.183284457478006,0,0,0,0.697277827361979,0.202818175168406,0,0.244379276637341,0.1634521085322,3.73579539933143,19.8509810845348,7.09896351757584,12.2484541438659,9.6244783102179,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.6754465397022,35.783749072043,44.7251066689585,43.7151230078499,14.3524920386429,25.2572375184744,23.9905933815387,21.7158137002091,27.617400112892,6.09601497779165,112.734208652695,284.974745466965,103.098526162983,112.190976947539,313.896136308057,1.39717581112091,5.59136797365609,5.76956525310621,9.47401571024091,5.98802839414888,0,0,0,0.0814597588791137,0.077172403148634,13.3713795903654,97.3860838920029,13.4343294885212,10.2600505826312,56.273849319753,24,24,17,18,19,2007-10-02,NA,NA,"addle addie","","u","c","r",2011-03-28,NA,2011-04-26,"pike",2011-02-28,0,NA,NA,"","","cause unknown",NA,NA,"happy zebra","tr",""
"4","ana",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61464721673097,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.997150997150997,NA,NA,NA,NA,0,NA,NA,NA,NA,3.29626090495656,NA,NA,NA,NA,0,NA,NA,NA,NA,0.225580870742161,NA,NA,NA,NA,0,NA,NA,NA,NA,2.83825904943917,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.238891543239369,NA,NA,NA,NA,0.523286237571952,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.7494368985052,NA,NA,NA,NA,23.0901948293253,NA,NA,NA,NA,59.4110287257953,NA,NA,NA,NA,0.716674629718108,NA,NA,NA,NA,0,NA,NA,NA,NA,5.12064554841553,NA,NA,NA,NA,14,2015-09-15,1127,NA,"anatolian","","f","a","r",2012-12-27,2013-06-26,NA,"digs",2012-12-02,NA,NA,NA,"","a","",NA,2013-11-05,"serena n","tr",""
"5","ando",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1.85185185185185,NA,NA,NA,NA,0,NA,NA,NA,NA,0.925925925925926,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,16.6666666666667,NA,NA,NA,NA,24.0740740740741,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,4.62962962962963,NA,NA,NA,NA,2,2015-09-14,NA,NA,"andor","","f","c","r",2013-03-11,2013-10-06,NA,"saw",2013-02-16,1,1,NA,"","a","",NA,NA,"happy zebra","tr",""
"6","angk",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.95503421309873,1.57987727191241,1.0145968370773,1.20767620952164,4.41283821367973,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.0698226504678117,0,0,0.814597588791137,0,0.591540964211772,1.63428141947371,0,0.25879917184265,0,0,0.1634521085322,0.597228858098423,0,0,153.797883396876,458.647118698369,12.7806975633063,0,0.2451781627983,0,0,2.24103019134075,0.733137829912023,0,0,1.69289683836922,0.238891543239369,0,0,0,0,0,10.4834204213086,5.50677937078722,1.71124350361263,15.9166426658439,22.9449639387528,NA,NA,NA,NA,NA,0,0,0,0,0,0.244379276637341,0.640147480776402,0.0739426205264714,0.2451781627983,0.955566172957477,14.1305817523008,6.97757533140169,5.50502345161303,9.18156440992282,12.9048637864506,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.9831153507771,70.3077569700649,21.1510382675623,13.4385206198681,115.822583213888,37.288933452027,32.7727298063377,9.20208219776013,14.6064008859145,51.7171167842376,139.437748408896,123.357645011622,242.679845779711,599.954593593143,235.883498055407,10.7763117430519,4.46363947244479,3.68529772886186,5.84925045533087,4.10097149227584,0.0814597588791137,0,0.0698226504678117,0.0817260542661,0.597228858098423,12.68797785027,0.863961145098772,45.8075515106743,77.2898850649328,6.56951743908265,18,19,21,19,13,2014-10-18,NA,NA,"angkor wat","","m","c","r",2010-11-06,2011-10-09,NA,"lcs",2010-10-09,1,1,NA,"","","",NA,2011-08-06,"serena n","tr",""
"7","anth",0,0,0.582298136645963,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.0783095455112,1.63906142167012,1.87399795658268,1.41146560200858,0.0535446562433069,0,0,0.0610948191593353,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.421940928270042,1.00225397505329,2.52139939882276,2.54083484573503,0,1.77688054706824,2.9756210330209,0.481901906189762,0.4086302713305,0.172532781228433,0.875972493634285,0,0,0,432.113687272974,0,592.174398386407,187.225202014931,1.53333644670683,0.0862663906142167,1.41310455500998,0.459770114942529,0.562922379927452,0.761173880169818,1.95947944395149,0.935956005080429,0.0977517106549364,1.17288294628196,0,0,0,0,0,15.9754977505876,13.8971047356141,9.00448741228284,5.47143955792705,4.4289079949821,NA,NA,NA,NA,NA,0,0,0.0610948191593353,0.195503421309873,0,1.59664902730068,0.25879917184265,0.433731426195076,0.311145555268521,0.174596246180707,24.5548588591875,7.14778665089224,14.9662587679373,10.9504645540833,7.1240337334456,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.393296906863,35.2882904475772,81.2048071627657,19.9630498595309,11.911296530981,38.2493668988974,24.4164845447154,27.4089483145001,11.7338597094182,6.06222817620151,224.653361441137,602.950522580857,156.392547036102,710.360711516229,270.747664481781,2.15192055980492,4.73232771369417,7.15345904281307,4.59470485247963,3.27910791643251,0.2451781627983,0.25879917184265,0.312684043399331,0,0.0505612296491051,5.16430828624356,80.9799028342406,7.90583060559841,59.0192831841243,45.6990793515124,19,18,24,30,29,2015-09-14,NA,NA,"anthrax","","u","c","r",2009-12-24,NA,2010-06-27,"silk",2009-11-30,1,NA,NA,"","a","",NA,NA,"happy zebra","tr",""
"8","arba",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.05529269664713,26.3340083579014,19.565849371456,1.5380617209743,1.18946160505177,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0440917107583774,0,0.434049478198512,0,0,0.679724385728526,0,0.201288244766506,0.5175983436853,0,0.147885241052943,0,0,0,0,0.485908649173955,0,86.9586924490098,8.14850569408774,0,0.221827861579414,0,0,0,0.2451781627983,0.352733686067019,0,2.49366608813613,0.160769885232251,0,0,0,0,0,0,8.49988028337629,6.30203630604352,3.04341339726773,2.77901015478655,4.10186958078426,NA,NA,NA,NA,NA,0,0,0,0.183284457478006,0,0,0.194099378881988,0.131263943081737,0.332217761089731,0.640147480776402,8.25334155041915,27.8543586247453,26.0817217609008,4.11317923569142,6.5715927970618,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.0295003669745,14.0028837622005,35.289007068863,53.8558601008511,48.973365089743,16.6430754496416,36.9990387459332,14.7059476700657,26.5029573474357,23.1945526554771,79.4790356029157,113.012676063668,280.81552493298,127.859626845718,89.3642399766581,4.10451965465275,0.959681973005956,5.74927072339807,1.54201695246409,4.44807260496554,0,0.366568914956012,0,0,0,0.961254066844129,0,86.1613547378359,28.1861651919423,0,21,8,23,24,19,2015-09-14,1224,NA,"arbaletta","","f","c","r",2011-10-17,2012-07-26,NA,"pike",2011-09-26,1,1,NA,"","a","",NA,NA,"happy zebra","tr",""
"9","arsc",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23631627839201,1.53278963045634,1.14043662430759,1.30212737906587,2.06462541665908,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.0698226504678117,0,0,0,1.24592954186222,1.47863557000003,0,0.25879917184265,0,0,0,0.20703933747412,0,4.72503398679607,25.0790769223949,203.771757210805,418.57586079185,0,0.211744776962168,0,0,0.783791777580597,0,0,0.733137829912023,0,2.35137533274179,0,0,0,0,0,8.21173880180091,4.62813583931596,4.4776364652141,5.8234279546928,23.3017844819087,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.619503536117077,0.244379276637341,0.147885241052943,0.31055900621118,11.9852699746509,4.26356174771504,7.3368595458357,9.63802459351591,7.12723016870482,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.9950204740828,62.1173799576743,39.0046480008411,11.5459940859947,71.6988559204548,19.9548099518045,26.9214136365919,27.066938382306,7.23044419555282,42.2985616534004,110.82008702726,116.617557872043,123.13966486477,321.356662978726,617.20807410048,10.4901545244162,1.85743626209191,4.62465434414943,6.49578848193497,3.45065562456867,0,0,0.0814597588791137,0.143765270994283,0.31055900621118,12.68797785027,9.74055849832247,12.1045081724304,73.7089903446488,44.7271755827155,18,22,18,21,15,2014-03-20,NA,NA,"arsenic","","u","c","r",2011-01-05,NA,2011-01-05,"silk",2010-11-08,2,3,NA,"","a","",NA,NA,"happy zebra","tr",""
"10","aryx",0,0,0,0.582298136645963,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63906142167012,1.34661582768175,16.0783095455112,1.87399795658268,1.41146560200858,0,0,0,0.0610948191593353,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0814597588791137,0,0.421940928270042,1.00225397505329,0,2.15640678473778,2.54083484573503,1.77688054706824,2.9756210330209,0.172532781228433,0,0.4086302713305,0.875972493634285,0,432.113687272974,179.430863963022,0,0,592.174398386407,0.0862663906142167,0,1.53333644670683,1.41310455500998,0.459770114942529,1.95947944395149,0,0.761173880169818,0.935956005080429,0.0977517106549364,0,0,0,0,0,13.8971047356141,6.51876841518196,15.9754977505876,9.00448741228284,5.47143955792705,NA,NA,NA,NA,NA,0,0,0,0.0610948191593353,0.195503421309873,0.25879917184265,0.0862663906142167,1.59664902730068,0.433731426195076,0.311145555268521,7.14778665089224,9.55530681537494,24.5548588591875,14.9662587679373,10.9504645540833,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.2882904475772,14.6322543637711,115.393296906863,81.2048071627657,19.9630498595309,24.4164845447154,6.26214969532942,38.2493668988974,27.4089483145001,11.7338597094182,602.950522580857,269.136742914543,224.653361441137,156.392547036102,710.360711516229,4.73232771369417,5.80309829458297,2.15192055980492,7.15345904281307,4.59470485247963,0.25879917184265,0.0814597588791137,0.2451781627983,0.312684043399331,0,80.9799028342406,43.1820928464888,5.16430828624356,7.90583060559841,59.0192831841243,18,18,19,24,30,2014-10-16,NA,NA,"archaeopteryx","","u","c","r",2010-03-28,NA,2010-06-24,"awp",2010-03-01,1,1,NA,"","a","",2010-06-24,NA,"serena n","tr","dbw aryx/velo"
